id,ActiveName,Model,a (F1),b (Kd1),c (Kd2),d (Offset),RMSEscore,IC50
1,MC-CAR_32,Biphasic Model,0.366745420383602,0.803132786627849,0.390526801348713,-0.856414093758225,0.0885123507038628,0.507750855850625
2,MC-CAR_51,Not Effective,0,0,0,0,,Inf
3,MC-CAR_32,Biphasic Model,0.928316831895391,0.108260611216982,0.864988046002206,0.747300767735504,0.0668749342080347,0.121635682536904
4,MC-CAR_32,Biphasic Model,0.164082540413169,0.730941366699682,0.13141626113942,0.54999936641025,0.0704419328141047,0.168224926451439
5,MC-CAR_32,Biphasic Model,0.137124820047389,0.00389280547641366,-1.11990978676966,4.388947222608,0.101939679299401,-0.00538075371622754
6,MC-CAR_32,Biphasic Model,0.0916555198736818,0.529092004156902,0.477601184349893,-0.758488822500545,0.0877299995750746,0.482101288229597
7,MC-CAR_32,Biphasic Model,0.525302967825361,0.316656389167427,0.248305083492547,5.8,0.218400077395359,0.282140586049327
8,MC-CAR_32,Biphasic Model,0.110006914104428,0.185847468597971,0.300444963725184,6.2,0.218404416742762,0.285179925771536
9,MC-CAR_32,Biphasic Model,0.00146239905359573,0.484781277459906,-0.583488630762869,7.86504091732204,0.707819370193042,-0.504835822818379
